Cliente;Sito;Citta;DALLE_M;ALLE_M;DALLE_P;ALLE_P;0;1;2;3;4;5;Indirizzo_sito
LE FOLLIE DI PAIATO NICOLA;SEDE LEGALE;FERRARA;;;;;x;x;x;x;x;x;VIA BOLOGNA 494 , FERRARA 44124 , FE
LE FRASCHE SRLS;sede legale CASA FAMIGLIA;FERRARA;;;;;x;x;x;x;x;;VIA GRAMICIA 79 , FERRARA 44123 , FE
LEONI SIMONA;sede legale;SANTA MARIA CODIFIUME;;;;;x;x;x;x;x;x;VIA IMPERIALE 22/2 , SANTA MARIA CODIFIUME 44011 , FE
LES HALLES SRL;sede op,;BOLOGNA;;;;;x;x;x;x;x;;VIA DELLA CA\' BIANCA, 3 , BOLOGNA 40130 , BO
LIBONI ROSINA;SEDE LEGALE;FERRARA;;;;;x;x;x;x;x;x;VIA E, MARI 16/B , FERRARA , FE
LICEO CLASSICO - L,ARIOSTO;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA ARIANUOVA 19 , FERRARA 44121 , FE
LICEO CLASSICO - L,ARIOSTO;Sede op, DOSSO DOSSI;FERRARA;;;;;x;x;x;x;x;;VIA DOSSO DOSSI 4 , FERRARA
LODI ELENA;Sede;FERRARA;;;;;x;x;x;x;x;x;VIA PONTE RIGO 79 , FERRARA 44121 , FE
LOTITO COSTRUZIONI S,A,S,;sede op, KIABI;FERRARA;;;;;x;x;x;x;x;;VIA PIGNA 1 , FERRARA 44124 , FE
M,A,C, ITALIA SRL;sede op, ASSIDERATO;FERRARA;;;;;x;x;x;x;x;;VIA ASSIDERATO 51-53 , FERRARA 44121 , FE
M,B,M, DI MACCANTI DARIA & C, SNC;SEDE LEGALE;FERRARA;;;;;x;x;x;x;x;;VIA CANAPA 26 , FERRARA 44121 , FE
M3 SOC, COOP A R,L,;sede legale;FERRARA;;;;;x;x;x;x;x;;via ferrari, 8/11 , FERRARA 44124 , FE
MA GESTIONI SRL;sede op, HOTEL RIPAGRANDE;FERRARA;;;;;x;x;x;x;x;;VIA RIPAGRANDE 21 , FERRARA 44121 , FE
MA,CRI, SRL-RISTORANTE AL FRATTINO;sede legale;FERRARA;;;;;x;;;x;x;;VIA C,MAYR 155/B-157-159 , FERRARA 44121 , FE
MA,FER SRL;sede op, M,LUIGI MAVERNA;FERRARA;;;;;x;x;x;x;x;;VIA MONSIGNOR LUIGI MAVERNA 5 , FERRARA 44122 , FE
MABA SRLS C/O FUORIPORTA;sede legale;FERRARA;;;;;;x;x;x;x;;VIA CALDIROLO 84 , FERRARA 44121 , FE
MACCAFERRI ETTORE;Sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA DEL CAMPO 41 , FERRARA 44124 , FE
MAG MODA EMILIA SRL;Sede op, FERRARA VIA DELLA FIERA;FERRARA;;;;;x;x;x;x;x;x;VIA DELLA FIERA 1 , FERRARA 44124 , FE
MALA SIMONE;Sede;COPPARO;;;;;x;x;x;x;x;x;VIA ALTA 56 , COPPARO 44034 , FE
MALAGU\' GUALTIERO;Sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA CAMMELLO 47 , FERRARA 44121 , FE
MARANI DOTT, CLAUDIO;sede legale;POGGIO RENATICO;;;;;x;x;x;x;x;x;VIA SABBIONI 4 , POGGIO RENATICO 44028 , FE
MARCHETTI ANNA;Sede;FERRARA;;;;;x;x;x;x;x;x;VIA BEATRICE II D\'ESTE 52 , FERRARA 44121 , FE
MARCHINI LAURA;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA XX SETTEMBRE 86 , FERRARA 44121 , FE
MARIGHELLI ALBERTO;Sede operativa;POROTTO;;;;;x;x;x;x;x;x;VIA PETRUCCI 37 , POROTTO 44124 , FE
MARINA CLUB s,n,c,;sede legale;LIDO DEGLI ESTENSI;;;;;;x;x;x;x;;VIA FORTUNA MARIS , LIDO DEGLI ESTENSI 44029 , FE
MARKET PORTA RENO SRL;sede legale CORSO P,TA RENO 105-113;FERRARA;;;;;x;x;x;x;x;;CORSO PORTA RENO 105 , FERRARA 44121 , FE
MARTINELLI MARIANNA;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA DELLA TREBBIA 38 , FERRARA 44123 , FE
MARY FASHION SRL;Sede LEGALE;FERRARA;;;;;x;x;x;x;x;;VIA TRANSVOLATORI ATLANTICI 42 , FERRARA 44124 , FE
MASCI ILIO;Sede;FERRARA;;;;;x;x;x;x;x;x;VIA VAL DI PADO 22 , FERRARA 44124 , FE
MASI CONDITIONERS SRL;sede legale;MOLINELLA;;;;;x;x;x;x;x;;VIA A, GRAMSCI 20/A , MOLINELLA 40062 , BO
MASPERI PATRIZIA;sede legale;ARGENTA;;;;;x;x;x;x;x;x;VIA GIOVANNI AMENDOLA 62 , ARGENTA 44011 , FE
MASSARI LUCA;Sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA ARGINONE 383 , FERRARA 44124 , FE
MATHITA SRL;sede legale ANTICA TRATTORIA MAX;FERRARA;;;;;x;x;x;x;x;;P,ZZA DELLA REPUBBLICA 16 , FERRARA 44121 , FE
MATILDE Società Cooperativa Agricola;sede op,;SAN NICOLO\';;;;;x;x;x;x;x;;VIA NAZIONALE 11/1 , SAN NICOLO\' 44048 , FE
MATTARELLI VINI DI MATTARELLI EMANUELE E C, S,A,S,;sede op, VIA RONDONA;VIGARANO MAINARDA;;;;;x;x;x;x;x;;VIA RONDONA, 23/B , VIGARANO MAINARDA 44049 , FE
MATTEUCCI STEFANO;Sede;VIGARANO MAINARDA;;;;;x;x;x;x;x;x;VIA PASTA 57/A , VIGARANO MAINARDA 44049 , FE
MB ASSEMBLAGGI SRLS;SEDE LEGALE;MASI S,GIACOMO;;;;;x;x;x;x;x;;VIA T,TASSO 4 , MASI S,GIACOMO 44020 , FE
MBF SRL;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA BOLOGNA 549 , FERRARA 44124 , FE
ME MODE S,R,L,;Sede legale;FERRARA;;;;;x;x;x;x;x;;VIA CENTO 8/D , FERRARA 44124 , FE
MEETING POINT SOC, COOP SOCIALE ONLUS;Sede op, COPPARO ZENZALINO 7;COPPARO;;;;;x;x;x;x;x;x;VIA ZENZALINO 7 , COPPARO 44034 , FE
MEETING POINT SOC, COOP SOCIALE ONLUS;Sede op, FORMIGNANA - VIA ROSSETTA 10;FORMIGNANA;;;;;x;x;x;x;x;x;VIA ROSSETTA 10 , FORMIGNANA 44035 , FE
MEETING POINT SOC, COOP SOCIALE ONLUS;sede op, MAIERO;MAIERO;;;;;x;x;x;x;x;x;VIA PROVINCIALE SAN VITO 80 , MAIERO 44015 , FE
MEETING POINT SOC, COOP SOCIALE ONLUS;sede op, DENORE;DENORE;;;;;x;x;x;x;x;x;VIA SOFFRITTI 31 , DENORE 44123 , FE
MEETING POINT SOC, COOP SOCIALE ONLUS;sede op, CASA FAMIGLIA TRESIGALLO;TRESIGALLO;;;;;x;x;x;x;x;x;VIA DEL MARE 64 , TRESIGALLO
MEETING POINT SOC, COOP SOCIALE ONLUS;sede op, VIA PLEBISCITO INT,4 - BARCO;FERRARA;;;;;x;x;x;x;x;x;VIA PLEBISCITO 22 INT 4 , FERRARA 44122 , FE
MEETING POINT SOC, COOP SOCIALE ONLUS;sede op, RERO VIA PROVINCIALE 102;FINALE DI RERO;;;;;x;x;x;x;x;x;VIA PROVINCIALE 102 , FINALE DI RERO 44039 , FE
MELANDRI MIRNA;sede op, VIA BORGO SELICIATA;ARGENTA;;;;;x;x;x;x;x;x;VIA BORGO SELICIATA 10 , ARGENTA 44011 , FE
MELETTI GIUSEPPE;Sede legale;FERRARA;;;;;x;x;x;x;x;x;CORSO BIAGIO ROSSETTI 27 , FERRARA 44121 , FE
MINISTERO DELLA GIUSTIZIA -CASA CIRCONDARIALE DI FERRARA;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA ARGINONE 327 , FERRARA 44122 , FE
MIRROR LAKES PARK A,S,D,;sede legale;FERRARA;;;;;;x;x;x;x;x;VIA DEL GORGO, 145 , FERRARA 44124 , FE
MOBILI DONDI SRL;SEDE OP, DONDI SALOTTI;VIGARANO MAINARDA;;;;;x;;;;;;VIA CENTO 19 , VIGARANO MAINARDA 44049 , FE
MOBILI DONDI SRL;SEDE OP, GNAM BAR & CUCINA;VIGARANO MAINARDA;;;;;x;;;;;;VIA CENTO , VIGARANO MAINARDA 44049 , FE
MOBILI DONDI SRL;SEDE LEGALE MOBILI DONDI;VIGARANO MAINARDA;;;;;x;;;;;;VIA CENTO 58/B , VIGARANO MAINARDA 44049 , FE
MOBILI DONDI SRL;SEDE OP, ABITAZIONE;VIGARANO MAINARDA;;;;;x;x;x;x;x;;VIA CENTO , VIGARANO MAINARDA 44049 , FE
MOBILI DONDI SRL;SEDE OP, DONDI HOME;S,GIUSEPPE DI COMACCHIO;;;;;x;x;x;x;x;;S,S,ROMEA 309/KM,31,5 , S,GIUSEPPE DI COMACCHIO 44022 , FE
MODA TARQUINIA SRL;Sede op, MESOLA;MESOLA;;;;;x;x;x;x;x;;VIA XXV APRILE 53 , MESOLA , FE
MONTANARI ANGELA;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA PENAVARA 169 , FERRARA 44124 , FE
MONTELEONE ALESSANDRA;SEDE LEGALE;FRANCOLINO;;;;;x;x;x;x;x;x;VIA PATRACCHINI 100 , FRANCOLINO 44123 , FE
MULTI3 SRL;sede op, ENI STATION;BOLOGNA;;;;;x;x;x;x;x;;VIA NUOVA BAZZANESE 8 , BOLOGNA 40132 , BO
NAMU DI ZHANG LONG;sede legale;FERRARA;;;;;;;;;;;VIA MODENA 7 , FERRARA 44122 , FE
NANNI TEODORICO;SEDE LEGALE;FERRARA;;;;;x;x;x;x;x;x;VIA COSME\' TURA 35 , FERRARA 44121 , FE
NEGRI LAURA;SEDE LEGALE;FERRARA;;;;;x;x;x;x;x;x;VIA FONTANA 5 , FERRARA 44124 , FE
NEW PROJECTION SRL;Sede op, EGO\' RESIDENCE FERRARA;FERRARA;;;;;x;x;x;x;x;;VIA FAUSTO BERETTA 23 , FERRARA 44121 , FE
NON SOLO PANE S,R,L,S,;sede op,;MIGLIARO;;;;;x;x;x;x;x;;VIA ARIOSTO 121 , MIGLIARO 44020 , FE
NONNO UMBERTO INTERNATIONAL SRL;sede op, NONNO UMBERTO;FERRARA;;;;;;x;x;x;x;;VIA BELA BARTOK, 26 , FERRARA 44124 , FE
NONNO UMBERTO INTERNATIONAL SRL;Sede op, KRISTALL BAKERY;FERRARA;;;;;;x;x;x;x;;VIA RIPAGRANDE 142 , FERRARA 44121 , FE
NONNO UMBERTO INTERNATIONAL SRL;sede op, CHIOSCO STAZIONE;FERRARA;;;;;;x;x;x;x;;VIALE PO, 1/B , FERRARA 44122 , FE
NORAUTO ITALIA SPA;Sede;FERRARA;;;;;x;x;x;x;x;x;VIA FRANCESCO LUIGI FERRARI 5 , FERRARA 44122 , FE
NORMA\'S BURGER di CASOLARI MASSIMO e C, SNC;sede legale;FERRARA;;;;;;x;x;x;x;;VIA CARLO MAYR 59/B - 61 , FERRARA 44121 , FE
NOTA D\'ELOGIO RICCARDO;Sede;FERRARA;;;;;x;x;x;x;x;;VIA CALZOLAI 137/A , FERRARA 44123 , FE
NUOVA IVI SRL;sede legale VIA BOLOGNA 900;SAN MARTINO;;;;;x;x;x;x;x;x;VIA BOLOGNA 900 , SAN MARTINO 44124 , FE
NUOVA SPORTIVA S,S,D, A R,L,;sede op, PISCINA BEETHOVEN;FERRARA;;;;;x;x;x;x;x;;VIA BEETHOVEN 37 , FERRARA 44124 , FE
OASI VALLICELLA LAGHI KOI APS;sede op, OASI VALLICELLA;MIGLIARINO;;;;;;x;x;x;x;;VIA TRAVAGLIO 193 , MIGLIARINO 44027 , FE
OFFICINA NORD SRL;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA FRANCESCO LUIGI FERRARI 1 , FERRARA 44122 , FE
ON, FUN, A,SE,F,F, S,R,L,;Sede;FERRARA;;;;;x;x;x;x;x;;VIA MONTEVERDI 30 , FERRARA 44124 , FE
OPR SPA;SEDE LEGALE;FERRARA;;;;;x;x;x;x;x;;VIA VESPUCCI 24 , FERRARA 44124 , FE
ORI FRIGO SRL;sede legale (LOTTO C);FOSSANOVA SAN MARCO - CITTA\' 5;;;;;x;x;x;x;x;;VIA RAVENNA 558 , FOSSANOVA SAN MARCO - CITTA\' 5 44124 , FE
ORI FRIGO SRL;sede op, LOTTO A;FOSSANOVA SAN MARCO - CITTA\' 5;;;;;x;x;x;x;x;;VIA RAVENNA 393 , FOSSANOVA SAN MARCO - CITTA\' 5 44124 , FE
ORIENTE SRL;sede legale;BOLOGNA;;;;;x;x;x;x;x;;VIA FOSSALTA 3- VIA ALTABELLA 9 , BOLOGNA 40125 , BO
P,F,D, SRL - TRATTORIA LE GRESINE;sede op, TRATTORIA;COMACCHIO;;;;;x;x;x;x;x;;VIA L,A, MURATORI 22 , COMACCHIO 44022 , FERRARA
PACIFICO SALVATORE;Sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA BASSA 101 - FOSSANOVA SAN BIAGIO , FERRARA 44124 , FE
PADOVANI EMANUELE;SEDE LEGALE;FERRARA;;;;;x;x;x;x;x;x;VIA CITTADELLA 31 , FERRARA 44121 , FE
PADOVANI ROBERTA;Sede;FERRARA;;;;;x;x;x;x;x;x;VIA VIGNE 10 , FERRARA 44121 , FE
PALAZZO GULINELLI;SEDE LEGALE;FERRARA;;;;;x;x;x;x;x;x;VIA XX SETTEMBRE 54 , FERRARA 44121 , FE
PANIFICIO BERGAMINI S,R,L,;Sede;FISCAGLIA;;;;;x;x;x;x;x;;VIA CIRCONVALLAZIONE 29 , FISCAGLIA 44027 , FE
PANIFICIO PASTICCERIA MISTRONI THOMAS;SEDE LEGALE;FERRARA;;;;;x;x;x;x;x;;VIA ARGINONE 158 , FERRARA 44122 , FE
PANIFICIO ROVERSI DI ROVERSI MIRCO E C, SNC;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA ARGINE DUCALE 325 , FERRARA 44122 , FE
PAOLINI VALENTINA;Sede legale;BANDO;;;;;x;x;x;x;x;x;VIA ARNO 1 , BANDO 44011 , FE
PARROCCHIA DELL\'ANNUNCIATA BEATA VERGINE MARIA;sede legale;BONDENO;;;;;x;x;x;x;x;x;VIA CIMAROSA 10 , BONDENO 44012 , FE
PARROCCHIA DI SANT\'AGOSTINO;SEDE OP, RICREATORIO;SANT\'AGOSTINO;;;;;x;x;x;x;x;x;C,SO ROMA 2/4 , SANT\'AGOSTINO
PARROCCHIA NATIVITA\' DI MARIA VERGINE;sede legale;CASSANA;;;;;x;x;x;x;x;x;VIA MODENA 386 , CASSANA 44124 , FE
PARROCCHIA S,GIORGIO - SCUOLA DELL\'INFANZIA S,GIUSEPPE;sede legale;CENTO;;;;;x;x;x;x;x;x;VIA PEDAGNA 3 - CORPORENO , CENTO 44042 , FE
PARROCCHIA SAN MARCO EVANGELISTA FRANCOLINO;sede legale;FRANCOLINO;;;;;x;x;x;x;x;x;VIA CALZOLAI 224 , FRANCOLINO 44123 , FE
PARROCCHIA SAN MICHELE A,;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA RICCIARELLI 48 , FERRARA 44124 , FE
PASTICCERIA DARIO SRL;SEDE LEGALE;FERRARA;;;;;x;x;x;x;x;;CORSO PORTA RENO 39/41 , FERRARA 44121 , FE
PASTICCERIA GUALANDI DI GUALANDI MAURO & C, SNC;SEDE LEGALE;ARGENTA;;;;;;x;x;x;x;;VIA G, MATTEOTTI 58/A-B , ARGENTA 44011 , FE
PASTICCERIA MIRE\' DI BORTOLAI GIANCARLO & C, SNC;sede legale;FERRARA;;;;;;;;;;x;VIA ZUCCHINI 13 A/B , FERRARA 44122 , FE
PATFRUT Soc, Coop, Agricola;sede op, VIA CANALE;MEDICINA;;;;;x;x;x;x;x;;VIA CANALE, 1300 , MEDICINA 40059 , BO
PATRIMONIO COPPARO SRL;sede op, ASILO CADORE;COPPARO;;;;;x;x;x;x;x;;VIA CADORE 28 , COPPARO 44034 , FE
PATRIMONIO COPPARO SRL;sede op, ASILO GRAMSCI;COPPARO;;;;;x;x;x;x;x;;VIA GRAMSCI 23 , COPPARO 44034 , FE
PATRIMONIO COPPARO SRL;sede op, ASILO GULINELLI;COPPARO;;;;;x;x;x;x;x;;VIA D,ALIGHIERI 44 , COPPARO 44034 , FE
PATRIMONIO COPPARO SRL;sede op, AREA ESTERNA VIA VERDI;COPPARO;;;;;x;x;x;x;x;;VIA VERDI , COPPARO 44034 , FE
PATRIMONIO COPPARO SRL;sede op, CENTRO OP, COMUNALE L,DA VINCI;COPPARO;;;;;x;x;x;x;x;;VIA LEONARDO DA VINCI 32 , COPPARO 44034 , FE
PATRIMONIO COPPARO SRL;sede op, SEDE + LOCALE CENTRALE TERMICA;COPPARO;;;;;x;x;x;x;x;;VIA ROMA 38 , COPPARO 44034 , FE
PATRIMONIO COPPARO SRL;sede op, SCOLO AVENTA CURIONA;CESTA;;;;;x;x;x;x;x;;, CESTA 44034 , FE
PAZZI ONORANZE FUNEBRI S,R,L,;Sede op, 5 CIVICI;FERRARA;;;;;x;x;x;x;x;;VIA FOSSATO DI MORTATA 33-35-37-39-45 , FERRARA 44121 , FE
PEDRONI PAOLA;sede op, LAMA DI VALLE ROSA;SAN MARTINO;;;;;x;x;x;x;x;;VIA SGARBATA 103 , SAN MARTINO 44124 , FE
PEGO SRL;Sede;OCCHIOBELLO;;;;;x;x;x;x;x;;VIA PIACENTINA 6/B , OCCHIOBELLO 45030 , FE
PENNESI ASSICURAZIONI SRL;SEDE LEGALE;FERRARA;;;;;x;x;x;x;x;;VIA BORGO DEI LEONI, 21/23 , FERRARA 44121 , FE
PENONCINI EDOARDO;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA DELLE BARRIERE, 28 , FERRARA 44121 , FE
PERSEO G,E,I,E,;Sede op, C,SO PORTA RENO;FERRARA;;;;;x;x;x;x;x;;C,SO P,TA RENO 33 - VIA GOBETTI 46 , FERRARA
PERTOSA FRANCESCO;sede legale;MALALBERGO;;;;;x;x;x;x;x;x;VIA NAZIONALE 266/F , MALALBERGO 40051 , BO
PESCI BARBARA;sede legale;MONTESANTO;;;;;x;x;x;x;x;x;VIA MATTEOTTI 88 , MONTESANTO 44019 , FE
PHYTO SERVICE SRL;sede legale;MONESTIROLO;;;;;x;x;x;x;x;;VIA PASTORELLA 17 , MONESTIROLO 44124 , FE
PHYTO SERVICE SRL;sede op, LAGOSANTO;LAGOSANTO;;;;;x;x;x;x;x;;VIA DELLA COSTITUZIONE 4 , LAGOSANTO 44023 , FE
PICCIOLI ROBERTO;Sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA ANTONIO STURLA 6 SAN MARTINO , FERRARA 44124 , FE
PIEROZZI NEDA;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA GIUSEPPE DELFINI 47 , FERRARA 44122 , FE
PINCELLI ARISTIDE;SEDE OP,;FERRARA;;;;;x;x;x;x;x;x;VIA DEI MORARI 1 , FERRARA 44123 , FE
PIPPO SRL PIZZERIA;sede legale;FERRARA;;;;;x;;x;x;x;;VIA SARACENO 59 , FERRARA 44121 , FE
PIZZERIA IL MANGIOLINO DI TOMASI BRUNA;sede legale;FERRARA;;;;;x;;x;x;x;;VIA MARIA BELLONCI 18/A , FERRARA 44121 , FE
PIZZICOTTI NICOLA;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA DELLA GINESTRA 123 , FERRARA 44123 , FE
PLUS S,R,L,;Sede op, RISTORANTE MILANO DA PIERINO;PORTO GARIBALDI;;;;;x;x;;x;x;;VIA UGO BASSI,7 , PORTO GARIBALDI 44029 , FE
PO,STI SRLS;sede legale;FERRARA;;;;;x;x;;x;x;;VIA DELL\'AEROPORTO 128 , FERRARA 44124 , FE
POLENTARUTTI FILIPPO;Sede;VIGARANO MAINARDA;;;;;x;x;x;x;x;x;VIA FONDO RENO 66/D , VIGARANO MAINARDA
POOL 4,0;SEDE OP, PISCINA OCCHIOBELLO;OCCHIOBELLO;;;;;x;x;x;x;x;x;VIA GRAN BRETAGNA 1 , OCCHIOBELLO 45030 , ROVIGO
POPPI DARIO;Sede;FERRARA;;;;;x;x;x;x;x;x;VIA BORGOVADO 13 , FERRARA 44121 , FE
PRAMPOLINI ALFREDO;sede legale;POGGIO RENATICO;;;;;x;x;x;x;x;x;VIA MOLINAZZO 9/C , POGGIO RENATICO 44028 , FE
PRO LOCO MADONNA BOSCHI DELLA SALAMINA DA SUGO;sede legale;POGGIO RENATICO;;;;;x;x;x;x;x;;VIA MADONNA BOSCHI 1 , POGGIO RENATICO 44028 , FE
PRODOTTI DELL\'ORSO SRL;Sede;FERRARA;;;;;x;x;x;x;x;;VIA ERASMO DA ROTTERDAM 23 , FERRARA 44122 , FERRARA
PRODUZIONI EVENTI ITALIA SRL;sede op, GRAND HOTEL BOLOGNA – CENTRO CONGRESSI;PIEVE DI CENTO;;;;;x;x;x;x;x;x;Via Ponte Nuovo, 42 , PIEVE DI CENTO 40066 , BO
PRONTO PESCE SAS;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA EVA ED ADAMO 2 , FERRARA 44124 , FE
QUADRIFOGLIO ESTENSE SERVICE S,R,L,;Sede;FERRARA;;;;;x;x;x;x;x;;VIA DARSENA 178 , FERRARA 44122 , FE
QUATTRINI ANDREA;SEDE LEGALE;POGGIO RENATICO;;;;;x;x;x;x;x;x;VIA TRACCHI 6 , POGGIO RENATICO 44028 , FE
QUELLOGIUSTO SRL;SEDE OP, FERRARA;FERRARA;;;;;;x;;;;;VIA MAZZINI, 54 , FERRARA 44121 , FE
R&K SRLS;sede op, FERRARA;FERRARA;;;;;x;x;x;x;x;;VIA ARGINE DUCALE 188 , FERRARA 44121 , FE
R&K SRLS;sede op, MIGLIARINO;MIGLIARINO;;;;;x;x;x;x;x;;VIA LIDI FERRARESI 10/A , MIGLIARINO
R,C,M, SRL;sede legale;PORTOMAGGIORE;;;;;x;x;x;x;x;;VIA PROV,LE CONSANDOLO 63/B , PORTOMAGGIORE 44015 , FE
R,E,I, SRL;sede legale;FERRARA;;;;;;;x;;;;VIA VIRGINIA WOOLF 17 , FERRARA 44124 , FE
RADOVANI PJERIN;sede op, RIST, LO SCHIACCIANOCI;ARGENTA;;;;;x;x;;x;x;;VIA CELLETTA 14 , ARGENTA 44011 , FE
REALDINI MILENA;Sede;PONTE SAN PIETRO;;;;;x;x;x;x;x;x;VIA DECIMO BOTTONI 162 , PONTE SAN PIETRO 44034 , FE
REDIMARE SRL UNIPERSONALE;sede legale;FERRARA;;;;;;x;x;x;x;;VIA PALESTRO 10/18 , FERRARA 44121 , FE
REMIX SPA;SEDE OPERATIVA;OSTELLATO;;;;;x;x;x;x;x;x;VIA BRUNELLESCHI, 8 , OSTELLATO 44020 , FE
RENTAL 623 SRLS;sede op, VIA BOLOGNA;CHIESUOL DEL FOSSO;;;;;x;x;x;x;x;;VIA BOLOGNA 623 , CHIESUOL DEL FOSSO 44124 , FE
RESIDENZA CATERINA SRL;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA L,W, BEETHOVEN 40 , FERRARA 44124 , FE
RI,AL, SRL - RISTORANTE PALLADIO;sede legale;OCCHIOBELLO;;;;;x;x;x;x;x;;VIA DEL COMMERCIO 7 , OCCHIOBELLO 45030 , RO
RIONE SANTO SPIRITO;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA MORTARA 98 , FERRARA 44121 , FE
RISTORANTE DON ABBONDIO DI BUTTINI MASSIMILIANO;sede legale;FERRARA;;;;;;x;x;x;x;;VIA L, GALVANI 45 , FERRARA 44122 , FE
RISTORANTE MIYAKO DI CHEN DAWEI;sede legale;CENTO;;;;;;x;x;x;x;;VIA FERRARESE 56 , CENTO 44042 , FE
RISTORANTE PERICLE S,R,L,;sede legale;PORTO GARIBALDI - COMACCHIO;;;;;x;x;x;x;x;;VIA DEI MILLE 203 , PORTO GARIBALDI - COMACCHIO 44022 , FE
RISTORANTE PIZZERIA GIO\' SRL;sede legale;LIDO DI SPINA;;;;;;;;;;;VIALE LEONARDO DA VINCI, 54 , LIDO DI SPINA 44028 , FE
RISTORANTE PIZZERIA LA RACCHETTA DI DAOUD WASSIM;SEDE LEGALE;FERRARA;;;;;;x;x;x;x;;VIA VASPERGOLO 6/A , FERRARA 44121 , FE
RISTORANTE YUN LAI S,A,S, DI XU JUN & C,;sede legale;FERRARA;;;;;x;;x;x;x;;VIA RAVENNA 13 , FERRARA 44124 , FE
RISTORAZIONI ARGENTANE SRL;sede legale PIZZERIA POKER;ARGENTA;;;;;;;;;;;VIA GUSTAVO BIANCHI, 5/C , ARGENTA 44011 , FE
ROMANO LORENA;sede legale;MIGLIARINO;;;;;x;x;x;x;x;x;VIA TRAVAGLIO, 119 , MIGLIARINO 44027 , FE
ROSSATTI RITA;Sede operativa;FERRARA;;;;;x;x;x;x;x;x;VIA DELLA FORNACE 12 , FERRARA 44123 , FE
ROSSI ALBERTINA;sede legale;FERRARA;;;;;x;x;x;x;x;x;CORSO ISONZO 11 , FERRARA 44121 , FE
ROSSI STAMP S,R,L,;Sede;BANDO D\'ARGENTA;;;;;x;x;x;x;x;;VIA DEGLI ARTIGIANI 8-8/A , BANDO D\'ARGENTA 44011 , FE
ROYAL CAFE\';sede legale;POROTTO;;;;;x;x;x;x;x;;VIA X MARTIRI 130 , POROTTO 44124 , FE
RUFFONI LAURA;sede legale;MASSA FISCAGLIA;;;;;x;x;x;x;x;x;VIA G, BRUNO 16 , MASSA FISCAGLIA 44025 , FE
S,A,T,E, SRL;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA LEONCAVALLO 16/A , FERRARA 44124 , FE
S,C,I,E, SRL;SEDE LEGALE;SAN PIETRO IN CASALE;;;;;x;x;x;x;x;;VIA RAVENNA 306 , SAN PIETRO IN CASALE 40018 , BO
S,E,F, SERVIZI ECOLOGICI FERRARESI S,r,l,;SEDE LEGALE;FERRARA;;;;;x;x;x;x;x;;VIA GHERARDO MONARI 24 , FERRARA 44124 , FE
S,E,R,V, SOC, ESTENSE RISTORAZ, VELOCE DI BREVEGLIERI SAS;sede op, FRANCOLINO;FERRARA;;;;;x;x;x;x;x;x;VIA ACQUEDOTTO ANGOLO 69 VIA PIOPPELLE , FERRARA 44123 , FE
S,E,R,V, SOC, ESTENSE RISTORAZ, VELOCE DI BREVEGLIERI SAS;sede op, MC DONALD\'S VIA BOLOGNA;FERRARA;;;;;x;x;x;x;x;x;VIA BOLOGNA, 306 , FERRARA 44124 , FE
S,E,R,V, SOC, ESTENSE RISTORAZ, VELOCE DI BREVEGLIERI SAS;sede op, MC DONALD\'S VIA MODENA;FERRARA;;;;;x;x;x;x;x;x;VIA MODENA, 17/4 , FERRARA 44122 , FE
S,E,R,V, SOC, ESTENSE RISTORAZ, VELOCE DI BREVEGLIERI SAS;sede legale MC DONALD\'S PIAZZA T/T;FERRARA;;;;;x;x;x;x;x;x;PIAZZA TRENTO E TRIESTE 6 , FERRARA 44121 , FE
S,I,L,L,A, S,A,S,;sede op, FILIALE DI SAN GIUSEPPE;COMACCHIO;;;;;x;x;x;x;x;;S,S, ROMEA 76 , COMACCHIO 44020 , FE
S,P,A,L, SRL;SEDE OP, CAMPO SPORTIVO MALBORGHETTO;MALBORGHETTO;;;;;x;x;x;x;x;;CAMPO SPORTIVO , MALBORGHETTO 44123 , FE
S,P,A,L, SRL;sede op, CONVITTO SPAL;FERRARA;;;;;x;x;x;x;x;;VIA GIUSEPPE FABBRI 410 , FERRARA 44124 , FE
